1,C语言,30,1
1,Java,10,0
1,HTML5,20,0
1,PHP,10,0
1,Python,30,0
1,C++,10,0
1,JS,15,0
1,C#,20,0
2,Windows,40,0
2,Linux,20,0
2,Office,50,0
2,数据结构,10,0
2,算法,10,0
3,Bootstrap,20,0
3,Python库,20,0
4,交际能力,20,0
4,心理素质,50,1
4,语言能力,40,0
